序号,来源,动作编码,动作名称,器械,原始一级分类,原始子分类,实际一级分类,实际二级肌肉,实际三级肌区,用户可见路径,主动肌区,协同肌区,可疑提示,审核结论,建议一级分类,建议二级肌肉,建议三级肌区,建议器械,审核备注
536,imported,JUMP_STEP_UP,跳跃式上步,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
537,imported,HIGH_KNEE_SQUAT,高抬腿深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
538,imported,DB_LYING_LEG_CURL,俯卧哑铃腘绳肌弯举,哑铃,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
539,imported,BB_KNEELING_SQUAT,跪姿杠铃深蹲,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
540,imported,SINGLE_LEG_QUARTER_SQUAT,单腿四分之一深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
541,imported,REVERSE_LUNGE,自重后弓步,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
542,imported,MACHINE_SEATED_SQUAT,器械坐姿深蹲,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
543,imported,LYING_LEG_PRESS,连动式仰卧腿举,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
544,imported,HAMMER_HIGH_SQUAT,悍马式高位深蹲,悍马机,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
545,imported,SMITH_SINGLE_LEG_LUNGE,史密斯单腿箭步蹲,史密斯,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
546,imported,KB_FRONT_SQUAT,壶铃前蹲,壶铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
547,imported,COSSACK_SQUAT,哥萨克深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
548,imported,BB_SINGLE_LEG_EXTENSION,杠杆式单腿水平腿屈伸,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
549,imported,DB_LEVER_SUMO_SQUAT,哑铃杠杆握法相扑深蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
550,imported,STANDING_KNEE_RAISE,站立提膝,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
551,imported,STATIONARY_LUNGE,原地箭步蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
552,imported,DB_SINGLE_LEG_STEP_UP,哑铃单腿台阶上步,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
553,imported,SUSP_LEG_CURL,吊环腿弯举,悬挂,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
554,imported,SUSP_SPLIT_SQUAT,吊环分腿深蹲,悬挂,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
555,imported,BB_SEATED_LEG_EXTENSION,杠杆坐姿腿屈伸,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
556,imported,ELEVATED_CLOSE_SQUAT,垫高窄距深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
557,imported,DB_FRONT_RACK_LUNGE,哑铃前架箭步蹲,哑铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
558,imported,SLIDING_KNEE_TUCK,滑地屈膝后蹬,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
559,imported,BB_FRONT_RACK_LUNGE,杠铃前架弓步蹲,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
560,imported,REVERSE_HACK_SQUAT,哈克机反向深蹲,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
561,imported,BAND_KNEELING_LEG_EXTENSION,弹力绳-跪姿腿屈伸,弹力带,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
562,imported,BAND_STIFF_LEG_DEADLIFT,弹力绳-直腿硬拉,弹力带,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
563,imported,SMITH_FROG_KICKBACK,史密斯机青蛙后蹬,史密斯,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
564,imported,MACHINE_LEG_KICKBACK,器械后蹬腿,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
565,imported,MACHINE_ROMANIAN_DL,挂片式罗马尼亚硬拉,器械,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
566,imported,MACHINE_KICKBACK,器械后蹬,器械,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
567,imported,BB_LATERAL_LUNGE,杠铃侧弓步,杠铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
568,imported,SINGLE_LEG_LEG_PRESS_45,45 度斜蹬机单腿腿举,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
569,imported,SQUAT_SIDE_KICK,深蹲侧踢,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
570,imported,SPLIT_SQUAT,分腿蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
571,imported,CABLE_STIFF_LEG_DEADLIFT,踏板箱绳索直腿硬拉,绳索,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
572,imported,BAND_BENT_OVER_LEG_KICKBACK,弹力带俯身单腿后踢,弹力带,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
573,imported,SUSP_STRAIGHT_LEG_CURL,吊环直腿臀腿弯举,悬挂,腿,腘绳肌,腿,腘绳肌,,腿 > 腘绳肌,hams,,,,,,,,
574,imported,SUSP_LATERAL_SQUAT,吊环侧蹲,悬挂,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
575,imported,WALL_SIT,靠墙静蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
576,imported,BAND_LATERAL_LUNGE,弹力带侧拉弓箭步（原地）,弹力带,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
577,imported,FORWARD_LUNGE,弓步,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
578,imported,KB_TURKISH_GET_UP_SQUAT,壶铃土耳其起身_深蹲式,壶铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
579,imported,KB_SINGLE_LEG_SQUAT,壶铃单腿深蹲,壶铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
580,imported,KB_GOBLET_SQUAT,壶铃杯式深蹲,壶铃,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
581,imported,SINGLE_LEG_PUSH_UP,单腿抬升俯卧撑,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
582,imported,TWIST_SQUAT,扭转深蹲,自重,腿,股四头,腿,股四头肌,,腿 > 股四头肌,quads,,,,,,,,
583,imported,MACHINE_SEATED_CALF_RAISE,坐姿器械提踵,器械,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
584,imported,MACHINE_STANDING_CALF_RAISE,站姿器械提踵,器械,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
585,imported,LEG_PRESS_CALF_RAISE,腿举机提踵,器械,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
586,imported,SMITH_CALF_RAISE,史密斯机提踵,史密斯,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
587,imported,DB_SINGLE_LEG_CALF_RAISE_VAR,哑铃单腿提踵_变式,哑铃,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
588,imported,DB_SINGLE_LEG_CALF_RAISE,哑铃单腿提踵,哑铃,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
589,imported,STANDING_BODYWEIGHT_CALF_RAISE,站姿自重提踵,自重,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
590,imported,BAND_STANDING_CALF_RAISE,站姿弹力带双腿提踵,弹力带,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
591,imported,SINGLE_LEG_FLOOR_CALF_RAISE,单腿地面提踵,自重,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
592,imported,SMITH_REVERSE_CALF_RAISE,史密斯反向提踵,史密斯,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
593,imported,SINGLE_LEG_STANDING_CALF_RAISE,单腿站姿提踵,自重,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
594,imported,SEATED_BB_CALF_RAISE,杠杆坐姿小腿屈伸,杠铃,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
595,imported,ELEVATED_STANDING_CALF_RAISE,垫高站姿提踵_椅子辅助,自重,小腿,,腿,小腿,,腿 > 小腿,calves,,,,,,,,
596,imported,MACHINE_HIP_THRUST,器械臀冲,器械,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
597,imported,MACHINE_DONKEY_KICK,器械驴踢,器械,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
598,imported,MACHINE_SIDE_KICK,器械侧踢,器械,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
599,imported,HAMMER_HIP_THRUST,悍马机臀冲,悍马机,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
600,imported,BENT_OVER_DONKEY_KICK,俯身驴踢,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
601,imported,SMITH_HIP_THRUST,史密斯臀冲,史密斯,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
602,imported,MACHINE_GLUTE_KICKBACK,器械后踢,器械,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
603,imported,GLUTE_KICKBACK,后踢,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
604,imported,SMITH_GLUTE_KICKBACK,史密斯后踢,史密斯,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
605,imported,BAND_STANDING_GLUTE_KICKBACK,弹力绳-站姿后踢,弹力带,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
606,imported,STANDING_DONKEY_KICK,站姿驴踢,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
607,imported,CABLE_SIDE_KICK,绳索侧踢,绳索,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
608,imported,ELEVATED_HIP_THRUST,垫高自重臀冲,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
609,imported,BAND_KNEELING_HIP_THRUST,弹力带跪姿臀冲,弹力带,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
610,imported,BAND_HIP_ABDUCTION_2,弹力带髋外展,弹力带,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
611,imported,MACHINE_REAR_LEG_SWING,挂片后摆腿,器械,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
612,imported,MACHINE_STANDING_HIP_THRUST,挂片站姿臀冲,器械,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
613,imported,STRAIGHT_LEG_ABDUCTION,直腿髋外展,自重,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
614,imported,HIP_THRUST_RACK,臀冲架臀冲,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
615,imported,BAND_HIP_THRUST,弹力带臀冲,弹力带,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
616,imported,BAND_SINGLE_LEG_HIP_ADDUCTION,弹力带单腿站姿髋内收,弹力带,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
617,imported,BAND_HIP_ADDUCTION,弹力带髋内收,弹力带,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
618,imported,BAND_STANDING_HIP_ABDUCTION,弹力带站姿髋外展,弹力带,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
619,imported,SIDE_PLANK_HIP_ABDUCTION,侧桥髋外展,自重,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
620,imported,POSTERIOR_TILT_GLUTE_BRIDGE,后倾臀桥,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
621,imported,BB_SINGLE_LEG_HIP_THRUST,杠铃单腿臀推,杠铃,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
622,imported,KNEELING_SIDE_KICK,跪姿屈腿侧踢,自重,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
623,imported,SWIMMER_KICK_GLUTE,泳式踢腿_臀部训练,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
624,imported,SIDE_LYING_HIP_ADDUCTION,侧卧髋内收,自重,臀,臀中肌,臀,臀中肌,,臀 > 臀中肌,gluteMed,,,,,,,,
625,imported,SUSP_GLUTE_BRIDGE,吊环臀桥,悬挂,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
626,imported,FROG_PRONE_LEG_RAISE,青蛙趴抬腿,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
627,imported,LYING_HIP_THRUST,平躺式臀冲,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
628,imported,HIP_THRUST_OPEN_CLOSE,臀冲开合,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
629,imported,GLUTE_BRIDGE_MARCH,臀桥行进,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
630,imported,FROG_SIT_UP,蛙式仰卧起坐,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
631,imported,KNEELING_HIP_THRUST,跪姿臀冲,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
632,imported,FROG_HIP_EXTENSION,青蛙式后屈伸,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
633,imported,TABLETOP_GLUTE_BRIDGE,顶桌臀桥,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
634,imported,FROG_HIP_THRUST,蛙式臀推,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
635,imported,SINGLE_LEG_BRIDGE_EXT_ROTATION,单腿臀桥外旋,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
636,imported,SINGLE_LEG_STRAIGHT_BRIDGE_HOLD,单腿直腿臀桥保持,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
637,imported,BENT_KNEE_GLUTE_BRIDGE,屈膝臀桥,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
638,imported,FROG_CRUNCH,青蛙卷腹,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
639,imported,BODYWEIGHT_HIP_THRUST,自重臀冲,自重,臀,臀大肌,臀,臀大肌,,臀 > 臀大肌,glutes,,,,,,,,
640,imported,SEATED_MACHINE_CRUNCH,坐姿器械卷腹,器械,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
641,imported,PLANK_ALTERNATING_ELBOW,平板交替手肘支撑,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
642,imported,PLANK_ALTERNATING_LEG,平板支撑交替摆腿,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
643,imported,KNEELING_TWIST,跪姿转体,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
644,imported,BIRD_DOG,猎鸟狗,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
645,imported,CABLE_PULLEY_CRUNCH,滑轮器卷腹,绳索,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
646,imported,ELBOW_PLANK,平板手肘撑,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
647,imported,ALTERNATING_LEG_RAISE,交替抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
648,imported,DB_FLAT_BENCH_PULL,平板哑铃提拉,哑铃,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
649,imported,PLANK_SINGLE_LEG_RAISE,平板支撑抬腿_单侧,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
650,imported,LEG_RAISE_OPEN_CLOSE,抬腿开合,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
651,imported,PLANK_TOE_TOUCH,平板支撑触脚尖,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
652,imported,STANDING_SIDE_BEND,站立臂侧屈（屈臂）,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
653,imported,BAND_STANDING_ROTATION_PULL,弹力带站姿转体拉拽,弹力带,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
654,imported,SUPERMAN,超人式,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
655,imported,REVERSE_PLANK,反向平板支撑,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
656,imported,KB_WINDMILL,壶铃风车,壶铃,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
657,imported,PLANK_TWIST,扭转前平板支撑,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
658,imported,STRAIGHT_ARM_SIT_UP,屈腿直臂仰卧起坐,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
659,imported,BAND_DECLINE_SIT_UP,弹力带下斜仰卧起坐,弹力带,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
660,imported,BB_SEATED_CRUNCH,杠杆坐姿卷腹,杠铃,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
661,imported,PLANK_ARM_RAISE,平板支撑手臂上抬,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
662,imported,BB_AB_SWING,杠杆腹部摆动,杠铃,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
663,imported,INCHWORM,尺蠖式,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
664,imported,COPENHAGEN_BENT_KNEE_PLANK,哥本哈根屈膝侧平板支撑,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
665,imported,COPENHAGEN_SIDE_PLANK,哥本哈根侧平板支撑,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
666,imported,LYING_ALTERNATING_LEG_RAISE,仰卧交替抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
667,imported,KNEELING_AB_WHEEL,跪姿健腹轮前推,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
668,imported,DB_SIDE_BEND,哑铃体侧屈,哑铃,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
669,imported,HANGING_STRAIGHT_LEG_RAISE,悬垂直腿上举,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
670,imported,LYING_LEG_RAISE_CRUNCH,仰卧举腿收腹,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
671,imported,ROMAN_CHAIR_SIT_UP,罗马椅仰卧起坐,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
672,imported,OBLIQUE_CRUNCH_STRAIGHT_LEG,腹斜肌仰卧卷腹_直腿版,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
673,imported,SIDE_LYING_LEG_RAISE,侧卧抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
674,imported,SIDE_LYING_FULL_LEG_RAISE,侧卧全幅度抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
675,imported,LYING_LEG_RAISE_SIDE_SWING,仰卧抬腿侧摆,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
676,imported,SIDE_PLANK_LEG_RAISE,侧平板抬腿,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
677,imported,STANDING_DOUBLE_SIDE_BEND,站立双侧屈,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
678,imported,KNEELING_PLANK,跪姿平板支撑,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
679,imported,BIRD_DOG_2,鸟狗式,自重,核心,核心稳定,核心,腹直肌,,核心 > 腹直肌,abs,,,,,,,,
680,imported,JANDA_SIT_UP,詹达仰卧起坐,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
681,imported,PARALLEL_BAR_LEG_RAISE_ADVANCED,双杠垂直举腿_进阶版,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
682,imported,SUSP_REVERSE_AB_ROLLOUT,吊环反向腹肌滚轮,悬挂,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
683,imported,SUSP_AB_FALLOUT,吊环腹肌前倒,悬挂,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
684,imported,SUSP_LYING_CRUNCH,吊环仰卧卷腹,悬挂,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
685,imported,SUSP_MOUNTAIN_CLIMBER,吊环登山跑,悬挂,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
686,imported,LYING_LEG_RAISE_HIP_LIFT,仰卧抬腿髋部上举,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
687,imported,BENT_OVER_TWIST,俯身转体,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
688,imported,CHAIR_ASSISTED_SIT_UP,椅子辅助仰卧起坐,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
689,imported,PRONE_SWIMMER,俯卧游泳式交替抬腿摆臂,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
690,imported,THREE_QUARTER_SIT_UP,3/4 仰卧起坐,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
691,imported,BOTTLE_RUSSIAN_TWIST,水瓶俄罗斯转体,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
692,imported,WEIGHTED_SIT_UP,负重仰卧起坐,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
693,imported,LYING_LEG_RAISE,仰卧抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
694,imported,LEG_RAISE_BASIC,抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
695,imported,BUTTERFLY_CRUNCH,蝴蝶收腹,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
696,imported,PLANK_BUTTERFLY_CRUNCH,平板蝴蝶收腹,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
697,imported,TWIST_LEG_RAISE,转体抬腿,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
698,imported,MACHINE_CRUNCH,器械卷腹,器械,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
699,imported,MACHINE_SIDE_CRUNCH,器械侧卷腹,器械,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
700,imported,CABLE_KNEELING_CRUNCH,绳索跪姿卷腹,绳索,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
701,imported,LYING_TWIST,平躺跪姿转体,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
702,imported,SUPPORTED_CRUNCH,保护式卷腹,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
703,imported,FLOOR_LEG_RAISE,平躺抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
704,imported,CABLE_STANDING_TWIST,站姿绳索转体,绳索,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
705,imported,AB_WHEEL_TUCK,腹肌轮收,自重,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
706,imported,BAR_HANGING_LEG_RAISE,悬挂抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
707,imported,WEIGHTED_HANGING_LEG_RAISE,负重悬挂抬腿,自重,核心,下腹,核心,腹直肌,下腹,核心 > 腹直肌 > 下腹,abs,,,,,,,,
708,imported,INCLINE_CRUNCH_TWIST,上斜卷腹转体,自重,核心,腹斜肌,核心,腹斜肌,,核心 > 腹斜肌,obliques,,,,,,,,
709,imported,BAND_KNEELING_CRUNCH,弹力带-跪姿卷腹,弹力带,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
710,imported,BAND_LYING_CRUNCH,弹力带-仰卧卷腹,弹力带,核心,上腹,核心,腹直肌,上腹,核心 > 腹直肌 > 上腹,abs,,,,,,,,
